tempHigh,tempAvg,VPAvg,RHAvg,groundTempAvg,temp_5,temp1_5
21.6,19.4,20.9,93,20.4,19.3,14.8
20.2,16.4,11.8,63.6,19.7,19.1,15
23.8,17.2,9.6,52,21.8,18.7,15.1
26.5,19.5,9.6,46,25.1,18.7,15.2
29.2,22.1,11,45,28.5,18.9,15.4
33.4,24.2,13.6,46.4,30.6,19.4,15.5
28.6,23.4,12.3,45.6,26.7,20.1,15.6
31.1,24.5,11.3,39,30.5,20.2,15.7
22.3,17.8,16.5,80.9,18.2,20.9,16
24.6,18.1,8.9,45.9,21.8,19.6,16.1
26.5,20.3,10.6,48.4,26.2,19.6,16.2
24.5,19.6,10.7,48,23.8,19.9,16.4
23.3,19.1,10.7,49.6,26.5,19.9,16.5
23.7,18.9,12.9,60.5,24.8,20.3,16.6
27.8,21.1,9.6,42.1,27.8,20.2,16.6
29.5,23.1,11.9,42.9,30.1,20.6,16.8
29,22.6,14.9,56.4,29.9,21.1,16.9
29.6,23,17.3,63.8,31.4,21.7,17
25.1,21.2,18.8,75.9,22.4,22.2,17.1
24.7,20,17.6,77.3,21,21.4,17.4
27.6,21.9,14.5,57.5,22.8,20.9,17.4
26.5,21.6,16.8,66.1,23.7,21.1,17.6
21.9,18.4,14.5,70.3,19.7,21.4,17.8
26.1,20.5,12.1,51.1,21.9,20.7,17.7
26.4,21.5,14.2,57.1,24.4,20.8,17.8
28.8,23,13.9,51.9,27.2,21.1,17.9
28.4,23,14.8,54.8,27,21.8,18
27.4,21.9,15.7,61.5,26,21.8,18
27.2,22,14.1,55.4,24.7,22,18.1
26.2,21.7,15,59.1,28.2,22,18.2
24.8,20.8,19,78.6,22.5,22.4,18.5
25.4,21.4,19.6,77.8,23,22.2,18.5
27.8,22.7,19,70.6,25.9,22.1,18.6
26.1,22.1,19.2,72.9,25.2,22.6,18.7
30.6,24.2,12.1,42.3,28.8,22.4,18.7
31,25,12.5,40.4,30.7,22.7,18.8
30.9,25.2,14.6,46.9,32.4,23.1,18.9
32.8,25.6,15.3,49.1,32.6,23.5,19
29.5,25.5,17,52.6,29.3,23.9,19.1
31.2,25.5,22.4,70.5,29.5,23.9,19.3
29,24.7,20.9,67.3,29.6,24.1,19.5
28,23.1,20,72,24.4,23.9,19.6
28.5,23.9,21.5,73.5,28.3,23.6,19.7
