tempHigh,tempAvg,VPAvg,RHAvg,groundTempAvg,temp_5,temp1_5
22,16.6,8.8,47.6,17.2,18.8,21.9
23.9,16.2,8.5,47.1,16.2,18.7,21.7
19.1,16.5,10.9,58.8,15.7,18.7,21.5
23.2,17,10.8,58.3,16.8,18.5,21.4
24.2,17,10.8,58.6,16.9,18.5,21.2
25.2,17.6,9.9,52.8,16.7,18.5,21.1
22.7,16.3,9,50.4,15.6,18.4,21
20.6,13.7,8.8,47,14.4,18.1,20.9
20.9,14.4,8.6,54.3,14.3,17.8,20.7
20.6,14.4,9.2,59,14.7,17.6,20.6
18.1,14.5,9,56.5,14.6,17.5,20.6
24.2,16.9,10.1,54.4,16.8,17.5,20.4
24.8,17.2,9.9,51.9,16.5,17.5,20.2
17.2,11.5,6.5,45.6,12.1,17.6,20.2
13.2,7.7,2.8,27.4,10.1,16.9,20.1
16,10.4,7,54.3,11.4,16,20
18.1,14.4,11.8,72.4,14.5,16,19.9
18,15.5,13.8,78.8,14.6,16.3,19.7
16.6,12.3,9.9,66,12.8,16.6,19.6
13.7,7.8,5,47.9,8.6,16.1,19.5
15.4,8.4,5.8,52.5,7.9,15.4,19.4
16.5,11.4,8.5,64.5,11.9,15,19.3
18.4,14.4,9.9,61.4,14.4,15.1,19.1
17.2,13.1,8.1,53.3,13.9,15.6,19
16.8,9.4,4.4,39.6,8.8,15.3,18.9
15.9,9.8,7.2,56.3,8.3,14.9,18.8
10.7,5.9,4,42.9,5.2,14.2,18.6
11.4,5.3,5,57.1,3.8,13.4,18.5
11.8,8.4,7.2,64.4,6.8,12.8,18.3
11.4,7.5,4.4,42.5,6.1,12.9,18.2
6.5,3.2,2.9,38.3,2.6,12.4,18
6.4,1,1.9,30.3,1.6,11.4,17.8
5.8,3,3,39.4,1.6,10.7,17.6
2.6,-2.1,2,38.5,0.4,10.3,17.4
3.5,-1.6,2,37.8,-0.8,9.5,17.1
4.2,-0.4,3.3,55.3,-0.3,9,16.9
8.1,1.3,3.5,55.6,0.8,8.5,16.6
10.8,4.3,4.6,54.8,2.8,8.6,16.3
4.7,0.9,3.2,49.3,0.9,8.7,16.1
2.9,-0.4,3.7,62.5,1.2,8.4,15.8
7.3,3,6.3,77.6,1.1,8.1,15.6
7.6,3.3,5.5,71.6,3.5,7.9,15.4
9.5,2.5,3.8,53,1.9,8,15.1
11.2,6.4,6.2,64.1,3.9,7.8,14.9
8.1,3.2,4,48.3,4.3,8.3,14.7
2.7,-2.4,1.3,26.8,-0.2,8.2,14.5
3.1,-2.2,2.7,49.4,-1.9,7.4,14.4
8.1,1.9,4.1,59.9,0.4,6.8,14.2
8.1,4.9,7.2,83.1,4.6,6.9,14
4.5,-1.2,2.9,48.1,1.2,7.3,13.8
-0.4,-4.2,1.8,40.1,-2.7,6.8,13.6
6,0.2,4.5,72.6,0.4,6.1,13.4
4.6,0.7,4.2,64.5,1.7,6.1,13.3
-0.5,-3.8,1.9,41.3,-1.7,6.1,13.1
5.4,-0.5,2.7,46.1,-1,5.6,12.9
6.7,1.1,4.6,67.9,-0.2,5.4,12.7
-2.5,-7.7,1.5,40.5,-3.2,5,12.5
-5.2,-9.4,1.2,41.9,-6,4.6,12.4
-4.4,-8.7,1.3,42,-6.4,4.3,12.1
-1.9,-6.6,1.6,42.9,-5.4,4,11.9
0.9,-3,2.6,52.6,-3,3.9,11.8
-2.6,-5.7,1.7,43.1,-4.4,3.8,11.7
-2.3,-6.7,1.4,38.1,-5.7,3.6,11.5
3.3,-1.6,4.4,80,-1.6,3.6,11.3
-1,-3.9,2.2,49.4,-2,3.1,10.8
-0.1,-3.9,3.2,68,-2.6,3.2,10.8
4.6,-0.9,4,71.4,-2.2,3.2,10.6
6.6,3.4,5.2,66.6,0.4,3.2,10.5
8.7,6.1,7.1,75.8,1.7,3.2,10.3
5.7,2.9,6.3,82,1.5,3.1,10.1
5,-2.1,2.3,43.1,-1.6,2.8,10
-1.1,-3.8,2,41.8,-2.5,2.8,9.9
-2.6,-6.9,1.1,31.4,-4.6,2.8,9.6
0.8,-2.1,2.6,47,-1.7,2.9,9.6
6,2.1,4.8,67,0.4,2.9,9.4
4.5,1.4,5.4,79.5,-0.2,2.9,9.3
3.3,-0.3,3.2,54.4,0.2,2.8,9.2
