tempHigh,tempAvg,VPAvg,RHAvg,groundTempAvg,temp_5,temp1_5
20.8,14.6,9.2,58.3,16.3,18.9,21.4
21.6,15.4,9.4,56,17.2,18.8,21.3
22.7,17,11.2,58.3,17.4,18.7,21.1
23.1,17,12,63.8,17.5,18.7,20.9
22.9,16.5,12.7,70.3,18.1,18.7,20.8
24.6,17.1,11.3,61,15.9,18.7,20.7
24.4,18.1,11.3,56.1,18.3,18.7,20.6
20.7,17,10.9,57.3,17.3,18.9,20.5
23.8,18.3,9.8,47.6,19.4,18.8,20.5
22,16.7,10.8,58,17.2,18.6,20.2
14.9,10,7.2,60,12.6,18.5,20.2
17.4,11,7.5,59,12,17.7,20.2
17.7,12.9,9.5,65.9,13,17.1,20.1
17.6,12.5,8.6,61,12.4,17,20
17.7,11.2,7.8,60.3,11.2,16.6,19.8
19.7,14.8,12.5,73.8,14.2,16.2,19.7
20.5,14.9,9.4,57.9,14.8,16.4,19.5
18.7,13.6,8.9,57.3,13.5,16.4,19.5
22.1,14.7,9.3,57.8,15.1,16.3,19.3
20.3,13.8,8.8,57.8,13.7,16.3,19.2
18.4,12.4,9.1,65.1,12.4,16.1,19
16.5,11,8,63.6,11,15.8,19
13.6,9.2,4.9,42.8,10.3,15.4,18.8
13,6.8,3.1,31.4,7.3,14.8,18.7
17.2,9.5,4.9,41.4,8.6,14,18.6
15.3,10,7.1,59.6,10.5,13.8,18.5
15.1,11.2,9.4,71.6,11.4,13.8,18.4
14.5,9.3,7.2,63.6,8.5,13.7,18.1
11.3,7.2,7.6,72.3,7.7,13.5,18
5,1.3,2.1,30.6,2.6,12.6,17.8
7.6,5.6,8.1,87.4,6.2,11.7,17.7
12.7,6.8,7.9,81.3,7.6,11.2,17.5
10.5,8.3,8.7,79.4,7.6,11.3,17.2
12.7,4.6,5.4,59.8,6.9,11.1,17
4,0.2,3,48,2.4,10.7,16.4
6.3,0.5,2.2,35.5,2,9.8,16.1
9,4.2,3.1,37.4,2.9,9.1,15.9
17.3,9.7,4,34.1,6.3,9.1,15.8
17.7,12.1,7.3,52,8.7,9.4,15.5
15.6,9.8,9.1,74.6,8.7,10.1,15.3
6,1.9,4.4,62.1,3.8,10.2,15.1
13.7,6.6,6.1,64,5.7,9.7,15
6.8,3.1,3.8,50.8,3.7,9.6,14.8
10.4,3.5,4.1,52.4,3.8,9.2,14.7
6.9,1.5,2.8,42.8,2.4,8.8,14.5
9.3,4.1,3.4,42.6,3.2,8.3,14.5
6.2,3.3,6.8,79.4,5.2,8.3,14.4
2.8,-0.1,2.9,48,2,8.3,14
4.2,0.5,4.1,61.3,1.4,7.8,14
7.2,2,2.9,41.6,2.5,7.3,13.8
-0.2,-4.4,1.4,31.9,-0.4,7.2,13.7
-1,-5.9,1.4,34.5,-2.9,6.3,13.4
1.2,-2.4,3.4,65,-1.3,5.7,13.2
4.9,-0.9,3.6,65.1,-1,5.3,13
8,3.2,4.5,56.8,0.7,5,12.8
10.8,8.1,8.8,82.3,5.9,5.1,12.6
9.8,6.3,6.3,62,5.8,6,12.3
3.4,-0.7,2.6,45.4,0.6,6.3,12.1
5.9,2.1,3.6,48.5,1.1,5.8,11.9
6.4,2.7,4.3,58.3,3.1,5.7,11.8
11,5.3,4.6,52.5,3.1,5.7,11.6
12.9,7.8,6.2,58.9,4.6,5.8,11.5
10.2,7.7,8.6,81.4,6.9,6.4,11.4
5.2,0.8,4.2,64.6,2.4,6.9,11.3
3.1,-0.8,2.7,47.8,0.5,6.4,11.3
2,-1.1,2.5,45.3,0.3,5.8,11.2
1.5,-1.2,4,68.1,-1.4,5.2,11.1
8.4,4.1,5.1,63.4,2.2,4.8,11
5.2,3.4,6.3,80.4,3.4,5,10.9
6.5,0.8,4.3,67.9,1.4,5.3,10.8
6.6,2,4.4,60.8,1.5,5,10.6
4.1,2,4.2,59,2.4,5.1,10.6
2.6,-1.7,2.4,45.4,-0.9,5,10.5
6.1,1.1,3.1,47.6,-0.7,4.5,10.3
6.2,3.8,4.2,52.5,1.7,4.3,10.2
6.8,2.7,5.5,70.3,3.3,4.5,10
-4.5,-7.9,1.3,39.3,-3.5,4.6,9.9
