tempHigh,tempAvg,VPAvg,RHAvg,groundTempAvg,temp_5,temp1_5
8.9,1.6,5,66.9,0.5,2.3,6.8
14.9,8.8,6.5,60.4,4,2.2,6.8
17.4,10.8,8.4,66.6,5.5,2.6,6.8
12.6,7.8,6.5,58.3,6.5,3.9,6.8
4.3,0,2,34,2.9,4.4,6.7
10.1,2.9,2.4,33,3.6,4.1,6.8
8.2,4.2,2.8,35.1,1.6,4.1,6.8
15.8,8.2,3.7,35,5.1,3.9,6.9
16.2,9.5,5.7,48.6,7,4.5,6.9
10.8,7.8,5.1,49,5.4,5.2,6.8
9,4.7,7.7,91,4.7,5.4,7
6.9,2.3,5.4,75.9,5.4,4.6,7
9.9,4.4,5.1,64.4,4.5,5.1,6.9
13,7.2,6.3,62.4,6.2,5.3,7
16.2,9,7.8,70.3,9.1,5.5,7.1
11.6,6.6,6.7,69.5,7.1,6.2,7.2
12.2,6.2,5.9,62.9,7.9,6.4,7.3
13.9,7,5.8,60.3,8.1,6.6,7.4
12.2,6.6,5.5,58.5,6.9,6.8,7.5
17.1,8.8,6.5,61.8,9,6.8,7.6
17.1,10.2,5.9,50.8,9.8,7.1,7.7
14.9,10.5,7.2,57,8.7,7.7,7.8
14.2,9.2,7.1,62.8,9.9,7.9,7.9
14.7,9.1,8.1,71.4,10.9,8.1,8
15.7,10.6,8.5,68.8,10.3,8.5,8.2
13.1,8.3,5.7,52.5,11.8,8.9,8.3
17.5,8.8,5,44.9,10.4,9,8.4
18.4,11.7,6.7,50.1,11.6,9,8.6
20.2,15.3,8.1,47.9,15,9.5,8.7
14.7,9.9,9.7,74.6,9.8,10.4,8.8
8.6,5.8,6.1,65.9,7.6,9.9,9
11.1,6.2,5.1,55.3,9,9.2,9.1
16.4,9.1,7.1,63.5,10.6,9,9.3
16.9,10.8,7.7,61.5,11.7,9.3,9.4
19,11.9,9.1,68.5,13.5,9.8,9.5
20.6,12.6,7.7,58.4,13.4,10.4,9.5
15,12.1,9.9,70.9,10.5,10.7,9.6
13,9,11,95.8,10.2,10.6,9.7
14.6,10.2,7.4,62.3,11.4,10.4,9.9
18.2,10.8,5.6,47.3,12.6,10.5,10
22.9,14.5,6.3,41,14.2,10.7,10.1
24,17.7,6.3,33,14.4,11.3,10.2
23,17.8,7.1,35.6,15.3,11.9,10.3
18,15.7,13.4,80.8,13.9,12.5,10.4
15.8,11.9,9,65.8,13.1,12.8,10.6
19.3,11.9,6.2,47.9,14.5,12.6,10.9
19.2,13.9,7.8,50.9,14.9,12.6,11
20.4,14.1,7.2,47.5,15.4,12.9,11.1
18,13,5,34,15.1,13.1,11.2
19.6,13.6,6,39.3,15,13,11.4
18.8,12.6,7.1,50,15.2,13.2,11.5
21.8,15,7.3,45.4,15.9,13.3,11.6
17.8,13.8,10.8,70.4,13.2,13.7,11.7
13.5,10.4,9.4,74,14.5,13.5,11.8
13.3,8.4,6.2,58.5,13.3,13.2,11.9
18.3,11.6,8.1,62.3,14.9,13,12.1
14.8,11.3,8,60,12.6,13.4,12.2
14.6,9.6,6.7,56.6,12.2,12.9,12.2
15.3,9.9,7.7,64.3,14,12.2,12.3
19.4,12.2,9,65.3,15.6,12.7,12.4
22,14.8,8.7,55.1,17.3,13.3,12.4
26.7,19.1,9,43.1,19.8,13.9,12.4
27.5,20.9,9.1,37.9,20.1,14.8,12.5
21.7,19,8.9,41.4,17.1,15.4,12.6
22.2,18.3,8.8,43,17.7,15.3,12.7
24,18.2,10,50,21.4,15.3,12.9
20.6,16.2,9.6,51.8,20.1,15.8,13
20,15.4,10.6,62.4,17.3,15.9,13.1
18.2,14.5,10.3,64.1,16.3,15.7,13.3
20.1,14.6,8.6,54.1,16.9,15.6,13.4
14.6,11.3,10.8,81.8,12.8,15.3,13.6
